#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG02600	SAS	SAS	0	0	0	1	0	1.5317	-5.1672	-16.9689	-1.3918	3.5667	-1.3902	-3.4645	4.3208	-3.3875	-5.1161
HG03907	SAS	SAS	0	0	0	1	0	0.4957	-11.6529	-16.1717	-5.1948	2.8209	-2.1069	-2.9471	1.7758	4.4454	-3.9076
NA20762	EUR	EUR	0	0	0.2438	0	0.7562	2.6852	13.1174	4.2257	9.3996	1.816	-3.3219	-0.5375	4.2974	-0.2631	-4.6916
HG02322	AFR	AFR	0	0.9973	0.0027	0	0	53.6118	-13.5455	-0.0798	2.7732	3.8003	-1.6121	-2.9619	4.2821	0.7077	-7.082
HG03388	AFR	AFR	0	1	0	0	0	63.8819	-17.7964	0.423	2.4788	2.0946	-3.1774	-2.3632	3.9002	-1.3413	-1.9327
HG02783	SAS	SAS	0	0	0	1	0	2.2167	-8.1579	-19.9589	-4.4564	1.5001	-3.5617	-3.4102	4.6535	-2.9805	-4.8942
HG01200	EUR	AMR	0	0	0.4583	0	0.5416	2.5643	8.747	6.3384	4.4944	0.8267	-5.6538	-6.2704	4.892	-1.2699	0.6962
NA19375	AFR	AFR	0	0.9995	5e-4	0	0	58.1357	-16.2319	-1.5153	1.7171	3.7345	-4.1803	-7.5777	-2.966	1.5509	-1.957
HG02490	SAS	SAS	0	0	0	1	0	0.2641	-1.5764	-13.2082	-0.1111	3.234	-4.0068	-6.2259	6.3105	0.5817	-1.3078
NA18976	EAS	EAS	1	0	0	0	0	-7.8852	-43.9923	2.7384	4.4277	-3.2385	-2.0068	-4.3722	2.1237	-2.0428	-0.5568
NA19083	EAS	EAS	1	0	0	0	0	-7.3906	-43.4434	3.3579	5.6374	-4.599	-2.1481	-1.0602	3.8468	2.6406	-3.4488
NA18541	EAS	EAS	1	0	0	0	0	-7.4685	-42.3995	2.9204	7.3014	2.1592	-0.2129	-4.7157	3.7925	-3.6569	3.6495
NA19214	AFR	AFR	0	0.9999	1e-4	0	0	63.0148	-19.0166	0.4484	-0.3325	3.1205	-3.4829	-3.4546	5.1533	0.9516	-2.9838
HG00684	EAS	EAS	1	0	0	0	0	-6.6836	-45.2474	3.285	7.3313	1.9584	-5.3104	-2.6222	4.0672	-1.7039	-4.0222
HG01676	EUR	EUR	0	0	0.2002	0	0.7998	0.9143	13.3387	5.7873	10.0003	1.1828	-4.6071	-5.3738	5.6931	-1.5111	-3.6362
NA12058	EUR	EUR	0	0	0.0058	0	0.9942	-1.2933	13.5455	5.7698	7.6031	2.2041	3.2385	-10.8175	5.6584	-0.73740000000000006	2.3532
HG01413	AMR	AMR	1e-4	0.0098	0.9863	7e-4	0.0032	8.1042	0.3168	8.2898	-3.4986	5.9951	-7.3821	-1.6167	9.5175	-0.6053	-0.991
NA20828	EUR	EUR	0	0	8e-4	0	0.9992	2.3576	13.8266	3.3304	8.6578	0.8477	-7.3838	-6.8471	0.1211	-5.3827	-1.7148
HG03870	SAS	SAS	0	0	0	1	0	0.6084	-8.6668	-19.1746	-6.1001	3.8388	-3.5714	-1.2248000000000001	4.6349	1.549	2.7173
NA21109	SAS	SAS	0	0	0	1	0	1.1095	-6.2542	-17.3984	-3.5806	0.9211	-4.1435	-5.64	9.6939	-0.8786	-3.5312
HG00142	EUR	EUR	0	0	0.0133	0	0.9867	0.1843	12.8822	5.2513	9.8683	-0.0315	-3.0979	-3.6848	5.5478	-1.0515	0.2198
HG01405	AMR	AMR	0	0	0.9601	0	0.0398	4.9334	6.2408	6.6481	2.348	5.8452	-3.0663	-5.0422	3.562	0.7906	-1.9634
NA18602	EAS	EAS	1	0	0	0	0	-7.5851	-43.5688	2.9879	5.8118	2.2159	-0.5322	-5.6393	1.2715	-1.5207	-2.0425
HG01933	AMR	AMR	0	0.0058	0.9942	0	0	2.0613	-16.658	17.0875	-24.4614	2.9225	-3.4785	-5.96	5.7567	0.108	-2.5252
HG01447	AMR	AMR	0	0.0013	0.9986	1e-4	0	3.4328	1.6694	8.2646	-2.5944	6.2071	-1.9853	2.1918	7.5206	3.2757	0.0337
NA18959	EAS	EAS	1	0	0	0	0	-6.0522	-43.2571	1.9117	6.101	-4.4179	-2.8553	-5.1509	7.4265	-4.2722	1.2091
HG01516	EUR	EUR	0	0	3e-4	0	0.9997	0.9118	13.124	5.668	11.5036	0.9186	-3.1671	-0.7028	4.9154	1.3537	-3.4661
NA20827	EUR	EUR	0	0	0.0059	0	0.9941	2.0936	12.7244	3.981	9.8609000000000009	2.3781	-6.5096	-5.1876	5.9225	-2.397	-0.2147
NA19312	AFR	AFR	0	0.9999	1e-4	0	0	59.6398	-16.5499	-0.1991	1.8877	3.6499	-3.6699	-6.7263	3.0757	-1.5397	-0.3913
NA19360	AFR	AFR	0	0.9999	1e-4	0	0	58.7219	-18.2013	-1.0017	1.8929	2.7931	-2.5586	-4.9448	0.5188	2.9358	0.3652
HG01783	EUR	EUR	0	0	0.0116	0	0.9884	2.447	11.6648	4.0494	10.7919	0.5047	-7.5552	-3.796	1.1509	-4.2431	-2.2721
HG00235	EUR	EUR	0	0	0.0023	0	0.9977	-0.3359	13.8357	6.1425	8.2764	4.0611	-1.3843	-3.4885	3.5209	0.7721	-2.1124
HG02703	AFR	AFR	0	1	0	0	0	60.4509	-16.8248	-1.1723	1.6752	1.9457	-5.6169	0.3353	6.8471	-5.4308	-1.1516
HG03837	SAS	SAS	0	0	0	1	0	0.6608	-7.5894	-18.0751	-3.1754	4.3827	-1.2463	-1.4822	2.9138	-2.4028	0.8124
HG00371	EUR	EUR	0	0	0.0052	0	0.9948	0.0353	7.1968	3.8936	9.264	5.9443	5.844	-1.919	4.2953	-4.8582	-2.014
NA19076	EAS	EAS	1	0	0	0	0	-9.9451	-42.7303	1.7601	5.2273	-6.0886	-1.852	-5.1663	1.1534	0.8301	-1.1697
HG01985	AFR	AFR	0	0.9998	2e-4	0	0	57.6131	-15.989	1.8229	2.0999	2.4655	-2.1678	-3.4217	3.8169	-2.65	0.1669
NA19019	AFR	AFR	0	1	0	0	0	60.7767	-17.7022	-0.1794	1.3496	4.1379	-1.5399	-8.1587	-8e-4	-0.8066	-1.4632
HG03926	SAS	SAS	0	0	0	1	0	-0.2776	-13.525	-16.6582	-2.3911	1.9098	-8.2961	-3.0026	7.9148	-1.7215	-0.7512
HG03451	AFR	AFR	0	0.9998	2e-4	0	0	62.5419	-18.8111	1.0916	2.792	4.3781	-3.0336	-1.9403	8.0978	-2.1029	-0.9172
HG02771	AFR	AFR	0	1	0	0	0	61.3923	-17.7983	-0.1849	1.4475	1.7805	-0.9765	0.0446	1.9588	0.6588	0.2676
HG01359	AMR	AMR	0	2e-4	0.9998	0	0	1.8853	-0.85	9.9242	-3.5243	0.394	-3.1091	0.0256	4.7901	1.541	0.3634
NA11933	EUR	EUR	0	0	0.0053	0	0.9947	0.7547	12.8733	4.3067	8.116	2.2505	-4.4484	-2.5932	4.3132	-1.5574	-1.4625
HG01991	AMR	AMR	0	6e-4	0.9994	0	0	-4.9928	-16.5466	19.021	-29.3361	4.0604	-1.8664	-1.7201	6.4564	3.6406	-4.2396
NA20889	SAS	SAS	0	0	0	1	0	0.2169	-4.0484	-20.5608	-5.5753	1.3339	-3.7932	-4.4119	6.6968	-3.0061	-3.9301
HG02277	AMR	AMR	0	0.001	0.999	0	0	-5.9293	-15.3671	18.361	-24.1742	2.0172	-3.699	-3.1971	8.5749	-3.302	-2.2458
HG03931	SAS	SAS	0	0	0	1	0	-0.1907	-12.0437	-16.5924	-3.8803	0.5673	-3.0706	-8.0648	4.9549	0.7205	-3.6476
HG03777	SAS	SAS	0	0	0	1	0	1.6374	-6.9405	-18.1184	-5.1372	4.6631	-5.3167	-4.4613	4.4282	-2.8874	-2.081
NA20867	SAS	SAS	0	0	0	1	0	2.2182	-4.7241	-17.5068	-5.0315	2.5111	-5.0331	-7.4144	4.2854	0.0732	2.5667
NA18603	EAS	EAS	1	0	0	0	0	-8.5708	-45.592	1.2928	7.1778	0.2879	-0.2658	-4.3395	6.8954	-2.2294	-1.513
NA12751	EUR	EUR	0	0	0.0033	0	0.9967	0.6812	13.7916	6.1114	8.6084	1.653	-1.4414	-0.8417	6.8684	-0.7842	0.0783
HG03118	AFR	AFR	0	1	0	0	0	63.8023	-18.1338	-1.2464	1.592	1.4018	-2.6906	-4.2528	4.8686	-0.0126	-0.1411
HG02970	AFR	AFR	0	0.9999	1e-4	0	0	63.9396	-18.7904	0.2248	1.9281	0.8496	-4.419	-3.0265	8.939	1.2289	-0.7872
HG01855	EAS	EAS	1	0	0	0	0	-7.7167	-43.1483	0.1812	8.665	8.464	-4.7529	-2.762	2.1474	-2.4337	0.0677
HG03237	SAS	SAS	0	0	0	1	0	2.3191	-2.0346	-12.9747	-2.7269	-2.5522	-0.1695	-5.3415	5.0153	1.9821	-5.1457
NA19430	AFR	AFR	0	0.9999	1e-4	0	0	59.6728	-16.0093	0.7933	1.146	4.7621	-3.1413	-4.681	1.2903	-2.5299	-1.0034
NA20852	SAS	SAS	0	0	0	1	0	1.6049	-4.6093	-16.9199	-5.8025	1.5205	-5.9394	-3.6809	3.6485	-4.5298	-2.1514
HG00565	EAS	EAS	1	0	0	0	0	-6.723	-45.4987	2.2179	8.0026	2.9754	-1.7847	-3.5267	0.5884	-2.2866	-1.8509
HG01707	EUR	EUR	1e-4	6e-4	0.2181	1e-4	0.7811	2.1013	11.6244	4.2874	9.3999	0.8752	-3.3286	-0.3035	4.3974	-4.515	-1.8487
HG02256	AFR	AFR	0	0.9675	0.0325	0	0	48.5561	-11.6324	1.8325	0.9843	0.7486	-3.4655	-4.6226	8.8748	-3.7441	-3.2458
NA18550	EAS	EAS	1	0	0	0	0	-9.3818	-43.0878	2.0487	7.057	7.5712	-0.7544	-5.1623	3.7861	-1.2265	-3.9791
HG03189	AFR	AFR	0	1	0	0	0	62.9156	-19.6103	0.2268	2.3634	1.1703	-1.6409	-7.6728	3.6651	1.6377	1.4908
HG02219	EUR	EUR	0	0	0.0521	0	0.9479	2.9211	13.3082	6.0663	8.3432	0.3589	-4.9929	-0.3562	2.529	-3.6636	0.9378
HG03559	AFR	AFR	0	0.9993	7e-4	0	0	63.2478	-16.9668	0.3744	1.4906	0.5275	-2.2757	0.1125	5.8746	1.8913	-2.74
HG01817	EAS	EAS	1	0	0	0	0	-6.1494	-45.1558	0.5389	8.5813	7.2155	-2.1057	-3.3478	5.4604	-1.2991	-0.0647
NA19732	AMR	AMR	0	7e-4	0.9993	0	0	-7.1597	-24.7781	21.0282	-36.058	0.7348	-1.2206	-3.1556	1.9562	-2.8333	0.1461
NA19210	AFR	AFR	0	0.9998	2e-4	0	0	63.5163	-17.6154	-0.6552	1.461	1.8335	-2.5586	-3.1405	9.0951	-0.6242	-1.6852
HG00329	EUR	EUR	0	0	0.0023	1e-4	0.9976	-1.2201	9.0139	5.2578	7.8006	2.4163	4.1948	-0.6065	1.6462	-4.1579	1.9306
NA19472	AFR	AFR	0	0.9999	1e-4	0	0	58.4955	-16.1285	-1.7407	1.81	2.6169	-3.0031	-5.6194	4.0907	0.517	-2.2935
HG02697	SAS	SAS	0	0	0	1	0	2.1045	-0.9608	-13.8435	-2.9511	-1.1206	-6.5216	-6.2939	3.5562	-2.1928	-1.429
NA12383	EUR	EUR	0	0	0.0082	0	0.9918	0.8205	12.9821	3.1521	9.6035	-0.6249	-3.0652	-2.7821	-0.3218	-3.7064	-7.9002
NA20294	AFR	AFR	0	0.9961	0.0039	0	0	51.3409	-13.9904	0.0864	1.4031	0.8391	-3.5565	-3.3847	2.7081	-1.8327	-2.699
HG01524	EUR	EUR	0	0	0.0107	0	0.9893	0.3542	12.687	5.5746	10.4642	-1.7809	-5.0353	-0.7642	3.6604	-0.1944	-5.0765
HG01488	AMR	AMR	0	0.0045	0.9955	0	0	9.3082	2.8427	6.2732	1.5012	-0.1481	-3.6097	-0.3682	6.8255	0.2844	-3.8916
NA18507	AFR	AFR	0	0.9998	2e-4	0	0	62.8597	-17.962	0.094	0.9597	-0.7018	-2.5188	-3.4379	5.142	0.2681	-1.402
HG01914	AFR	AFR	0	0.9988	0.0012	0	0	53.8941	-12.8837	0.1147	0.9796	2.8566	-5.2743	-7.4618	5.2607	-0.5513	-0.1125
HG00321	EUR	EUR	0	0	6e-4	0	0.9994	-2.2985	8.7609	4.1227	8.256	3.5319	6.7889	-3.0275	8.0947	-2.2251	-2.418
NA19920	AFR	AFR	0	1	0	0	0	56.8924	-14.3869	-1.131	1.8636	1.2846	-3.0649	-3.0998	4.3046	3.2201	-1.1903
NA20774	EUR	EUR	0	0	0.0172	0	0.9827	1.8807	12.9495	4.1282	7.6283	-3.2864	-8.4873	-3.3387	4.1575	-5.2966	-2.163
HG01066	EUR	AMR	0	0	0.2894	0	0.7106	3.8045	5.4695	8.9543	0.9973	1.1277	-7.1255	-4.1017	2.7486	-1.3563	0.6023
HG00234	EUR	EUR	0	0	0.0653	0	0.9347	-0.1328	13.1286	6.8809	8.0318	1.0562	-4.6978	-4.437	6.8513	0.0769	-2.8696
HG01944	AMR	AMR	0	0.205	0.795	0	0	-5.4215	-29.1183	11.7118	-16.5387	3.3271	-2.6068	-7.2125	3.8997	-2.2849	-2.2636
HG03727	SAS	SAS	0	0	0	1	0	2.4576	-6.8644	-18.8926	-6.1647	1.4019	-0.0916	-2.3399	8.0593	-1.1891	0.6387
HG00238	EUR	EUR	0	0	0.1653	0	0.8346	-0.3665	12.422	3.6768	9.265	3.2089	0.2136	-9.6597	5.3753	-3.576	-0.0512
NA12144	EUR	EUR	0	0	0.0474	0	0.9526	-0.9569	13.5328	6.3657	7.5564	4.5672	-2.9247	-5.9483	5.6768	-1.216	-3.4496000000000002
NA18639	EAS	EAS	1	0	0	0	0	-7.2774	-46.2921	0.3656	8.424	0.6414	-1.7885	-3.1413	4.3111	-0.9031	-1.0042
HG00148	EUR	EUR	0	0	0.0544	0	0.9456	1.2603	12.6078	5.8083	8.1002	-0.4341	-2.4404	0.4195	1.0449	-4.84	-6.3853
HG01275	EUR	AMR	0	0	0.0109	0	0.9891	0.215	13.0006	7.2758	5.5948	3.3353	-3.0379	-6.4357	1.3334	-3.3473	-3.565
HG02589	AFR	AFR	0	0.9996	4e-4	0	0	60.997	-17.9243	-0.4419	2.8452	-0.1929	-2.2719	2.7115	5.7701	-2.2721	-0.7554
NA19786	AMR	AMR	0	0.0068	0.9932	0	0	-0.5972	-9.666	13.1453	-18.1698	-0.0751	-3.226	-5.9967	5.897	-3.0428	-1.4897
HG04014	SAS	SAS	0	0	0	1	0	1.4656	-9.9798	-17.8123	-5.9247	1.6205	-4.232	-3.1224	0.206	1.2597	-3.3398
HG03720	SAS	SAS	0	0	0	1	0	2.0183	-8.7612	-20.0839	-7.4865	0.846	-3.2856	-4.9708	3.211	-2.5042	-2.7087
HG00640	AMR	AMR	0	0	0.9976	0.0021	3e-4	4.0125	4.0645	5.949	2.2154	2.3734	-7.9858	-0.4764	0.0456	-0.6398	-4.9393
HG03518	AFR	AFR	0	1	0	0	0	61.1988	-17.7704	0.3672	0.7028	0.5717	-2.978	-3.707	6.0971	-0.6101	-2.35
HG01350	AMR	AMR	0	0.0019	0.9981	0	0	0.4869	-5.4341	11.5926	-11.3362	3.3752	-3.91	-0.466	3.8624	-4.1182	-3.4884
NA19658	AMR	AMR	0	2e-4	0.9901	2e-4	0.0095	-0.7973	1.5529	9.787	-4.8075	2.7851	-0.3847	-3.443	2.2551	-5.0471	-0.8262
HG01522	EUR	EUR	0	0	0.1094	0	0.8906	1.8714	12.0141	5.5691	9.9148	0.581	-5.488	-1.5216	7.8089	-0.9157	-2.4763
NA18605	EAS	EAS	1	0	0	0	0	-7.9538	-43.8027	2.2219	7.9591	0.6721	-2.784	-0.831	5.361	-2.7723	-3.275
HG03006	SAS	SAS	0	0	0	1	0	0.403	-10.0995	-15.4791	-3.8714	0.3494	-1.4999	-2.9372	2.9136	0.4941	-1.3551
HG00311	EUR	EUR	0	0	0	0	1	-2.5046	11.2699	7.134	8.2044	3.35	3.3855	-6.7761	6.3356	2.5119	-0.6139
HG01623	EUR	EUR	0	0	0.0249	0	0.9751	2.0409	12.463	5.8773	9.0225	3.8318	-7.8582	0.8804	2.7054	1.1066	-1.8598
NA20849	SAS	SAS	0	0	0	1	0	0.6161	-6.7931	-18.8194	-4.852	4.2145	0.1023	-8.5909	4.6742	-0.102	-3.4263
NA12287	EUR	EUR	0	0	0.1116	0	0.8884	1.4637	12.1033	4.4336	8.9017	-1.2457	1.9229	-4.3807	4.8306	-1.3913	-4.2715
NA19149	AFR	AFR	0	1	0	0	0	63.3107	-16.2974	0.1076	1.4802	1.6609	-1.7484	-7.1959	7.2586	2.2833	-1.6578
HG01858	EAS	EAS	1	0	0	0	0	-7.0025	-43.3002	1.3104	8.3028	6.7173	-0.9534	-4.1469	3.6444	-2.0835	-2.9017
NA19467	AFR	AFR	0	0.9952	0.0048	0	0	57.4471	-15.8932	-0.4215	1.3331	3.2964	-1.8875	-5.9188	1.6407	-2.4124	-1.9067
NA18517	AFR	AFR	0	1	0	0	0	61.9388	-16.6301	0.5379	0.819	2.2143	-1.1432	-3.5586	1.2633	3.1257	-4.5332
HG01444	AMR	AMR	0	0.0067	0.9933	0	0	5.9422	-2.6354	10.7608	-5.9134	4.9782	-3.191	-3.0567	-0.7612	-3.2306	1.3062
NA20797	EUR	EUR	0	0	8e-4	0	0.9992	1.9746	13.1224	3.9667	10.0965	3.0975	-8.6205	-3.0709	-0.3464	-3.5596	0.4849
HG03594	SAS	SAS	0	0	0	1	0	0.5382	-11.8027	-16.111	-2.3753	1.5437	-4.9782	-5.7364	-0.2794	-2.2753	-0.3773
HG02521	EAS	EAS	1	0	0	0	0	-7.2939	-44.1647	1.3699	7.3606	4.968	0.804	-2.1365	4.4434	-1.0629	0.6814
HG03817	SAS	SAS	0	0	0	1	0	0.4478	-9.1251	-14.8794	-2.5781	-0.2976	-2.2498	-2.7086	2.0188	-0.9551	0.5168
HG02309	AFR	AFR	0	1	0	0	0	56.6594	-14.1764	0.0916	0.5786	0.0969	-3.3533	1.1047	4.9191	0.9038	-2.3522
NA18628	EAS	EAS	1	0	0	0	0	-7.1958	-44.0023	1.332	7.93	4.4178	-1.061	-0.7029	4.4163	-3.1283	0.9047
HG03575	AFR	AFR	0	0.9998	2e-4	0	0	63.7497	-17.7424	-0.0291	2.4003	3.5885	-2.0416	-1.0886	5.5412	-2.6239	0.9991
NA20127	AFR	AFR	0	0.9908	0.0092	0	0	55.2677	-15.6565	1.8403	2.7057	1.0468	-3.3517	-5.5353	2.9711	-2.2695	-2.8223
HG02676	AFR	AFR	0	0.9998	2e-4	0	0	61.6471	-17.3481	0.0073	2.2388	-0.8231	-2.5547	-1.7922	4.0778	-1.9251	-1.8013
HG00479	EAS	EAS	1	0	0	0	0	-7.9608	-44.74	1.5642	6.5423	2.5996	-1.6048	-2.2723	2.8195	-0.7777	-2.821
HG03705	SAS	SAS	0	0	0	1	0	1.0006	-9.2934	-19.2088	-3.2186	3.596	-3.4772	-3.4801	4.7542	-4.9485	-3.2365
HG04099	SAS	SAS	0	0	0	1	0	3.2106	-6.039	-20.603	-7.387	5.9151	-2.5739	-1.9644	8.486	-0.8276	0.258
HG02012	AFR	AFR	0	0.9994	6e-4	0	0	58.7204	-14.9833	0.3076	2.4413	4.3792	-0.7056	0.7317	4.0254	1.2437	-4.3338
HG00766	EAS	EAS	1	0	0	0	0	-8.0625	-44.1816	1.3132	10.1935	8.2935	-6.2484	-8.1694	7.1624	0.1416	-2.8647
HG01251	AMR	AMR	0	3e-4	0.9995	1e-4	0	-1.5972	2.4517	10.6733	-5.1109	0.4544	-6.9686	-0.0799	4.6266	-2.5618	0.1821
NA21114	SAS	SAS	0	0	0	1	0	1.4937	-4.9238	-19.3915	-5.6943	6.287	-2.3406	-4.3801	7.7176	-5.6891	0.28
HG03515	AFR	AFR	0	0.9999	1e-4	0	0	63.1117	-18.1871	0.1108	0.4725	0.8089	-2.6662	-2.7349	5.3002	-2.7375	-1.1018
NA19756	AMR	AMR	0	0.0018	0.9982	0	0	0.4443	-8.1785	13.4908	-11.8732	-1.806	-0.2937	-3.4072	1.7014	-0.7294	-0.9821
HG03304	AFR	AFR	0	0.9998	2e-4	0	0	62.5117	-18.356	0.6093	1.4303	0.7033	0.2634	-5.3237	5.308	-0.341	-2.1421
NA18977	EAS	EAS	1	0	0	0	0	-7.5096	-40.7701	2.9734	6.4045	-5.0084	-0.8557	-4.6852	4.5173	1.6772	-5.3603
NA20861	SAS	SAS	0	0	0	1	0	1.8655	-7.1816	-20.8195	-5.2502	2.9976	-4.1504	-6.3573	5.4816	-1.0075	0.1215
NA19089	EAS	EAS	1	0	0	0	0	-6.909	-41.6732	1.6259	4.8417	-2.9235	-1.0113	-2.0186	1.1147	-1.0588	2.6451
HG01280	AMR	AMR	0	3e-4	0.9997	0	0	0.6297	0.2854	11.4721	-2.5618	2.1077	-4.1908	-5.5572	7.3104	-1.7264	-0.8446
NA21108	SAS	SAS	0	0	0	1	0	1.1519	-2.5468	-14.8188	-2.7288	3.5388	-2.4942	-7.7112	5.0661	-0.7634	-1.4407
HG01353	AMR	AMR	0	0.0011	0.9989	0	0	1.401	3.7392	7.7024	1.6037	4.1128	-7.0223	0.2122	2.6491	-3.602	-1.8044
HG01799	EAS	EAS	1	0	0	0	0	-8.1599	-46.691	0.8543	8.7813	8.0642	-2.8603	-3.9093	2.2671	-2.4492	-3.6372
HG03162	AFR	AFR	0	1	0	0	0	62.0136	-18.6893	-1.7235	0.855	1.3019	-2.6286	-5.724	4.8201	0.566	-2.524
HG01811	EAS	EAS	1	0	0	0	0	-6.9573	-44.2027	1.1134	8.0628	9.8219	-2.9674	-4.5187	5.6931	-1.4707	-2.5489
HG02759	AFR	AFR	0	0.9996	4e-4	0	0	61.3618	-16.4379	0.7451	-0.7752	1.3374	-2.647	-2.8579	5.2784	-2.219	-2.5245
HG03697	SAS	SAS	0	0	0	1	0	1.5775	-9.3626	-19.5029	-5.6649	-0.7351	-1.8279	-4.7014	4.91	0.724	-2.5204
NA21126	SAS	SAS	0	0	0	1	0	0.4522	-5.9665	-19.9282	-4.9291	7.4177	-4.1773	-7.0291	5.9771	-3.9318	-4.9107
HG01893	AMR	AMR	0	2e-4	0.9998	0	0	3.3422	-12.8026	16.938	-20.7289	0.9641	-1.9521	-2.7686	7.3367000000000004	-1.4822	-1.4702
NA20533	EUR	EUR	0	0	8e-4	0	0.9992	2.0518	12.91	1.8757	8.4322	0.1098	-8.0738	-4.0161	-1.9053	-3.9254	-3.7617
HG02076	EAS	EAS	1	0	0	0	0	-7.4342	-43.7322	1.1652	6.8858	7.0124	-4.1694	-3.9532	2.1145	-1.2946	0.4495
HG03096	AFR	AFR	0	1	0	0	0	63.1702	-16.6041	0.7972	0.32	0.8756	-2.8945	-2.3304	2.0891	-1.9362	-1.7275
NA19102	AFR	AFR	0	1	0	0	0	63.1577	-16.881	-0.4407	1.4046	1.0184	-2.9224	-4.5981	5.969	-1.9695	-1.3313
NA18974	EAS	EAS	1	0	0	0	0	-7.9923	-42.9135	1.285	6.5874	-5.419	-7.5565	0.5525	0.9552	-1.7912	-4.1252
HG02136	EAS	EAS	1	0	0	0	0	-7.4447	-42.6915	1.0452	8.948	4.2882	-1.8464	-4.1965	0.927	0.9238	1.4413
NA19319	AFR	AFR	0	1	0	0	0	58.3349	-15.4589	0.411	1.2483	2.4912	-2.2055	-5.8476	2.4468	-0.8304	-2.9254
HG02049	EAS	EAS	1	0	0	0	0	-7.4831	-44.9689	0.5666	7.6909	9.7869	-6.4619	-2.9392	0.0684	-2.6177	-0.7842
HG03684	SAS	SAS	0	0	0	1	0	1.733	-12.1726	-21.5599	-5.9148	0.9658	-5.3636	-2.9818	3.9712	0.172	2.326
NA20772	EUR	EUR	0	0	0.0036	0	0.9964	2.304	10.9119	3.2531	8.6881	1.2254	-6.4971	-5.1991	3.5955	-2.7678	0.5161
NA19448	AFR	AFR	0	0.9997	3e-4	0	0	59.6071	-16.0651	1.2352	1.0904	3.9864	-4.4448	-5.1504	0.6111	-2.6278	1.0567
HG02655	SAS	SAS	0	0	0	1	0	0.5879	0.24	-11.1913	-3.263	3.8275	-2.0254	-2.8473	7.6947	-1.8022	-1.3295
HG00404	EAS	EAS	1	0	0	0	0	-7.6455	-44.384	2.9704	6.9734	0.5116	-1.0319	0.1881	4.154	-1.6543	-0.1124
HG01968	AMR	AMR	0	0.0015	0.9985	0	0	-8.3349	-24.1875	23.5245	-37.9378	1.9464	0.1849	-5.7261	5.9489	0.2224	-4.9242
HG00262	EUR	EUR	0	0	0.0022	0	0.9978	-0.7857	11.186	5.0304	7.1404	1.9345	-1.2672	-2.943	5.4714	2.2537	-1.7177
NA20362	AFR	AFR	0	0.9983	0.0017	0	0	49.4472	-11.4754	2.0059	1.8089	7.417	-1.883	0.9187	5.0361	-4.4611	-1.6094
HG00599	EAS	EAS	1	0	0	0	0	-8.4998	-43.9993	3.612	6.7608	0.6953	-5.1986	-4.5509	8.96	-3.3964	-3.2798
HG02084	EAS	EAS	1	0	0	0	0	-8.0897	-42.4677	0.8209	6.6268	8.2372	-4.5543	1.6658	2.895	4.4527	-0.0494
NA19435	AFR	AFR	0	1	0	0	0	58.7775	-17.5675	-0.1591	0.1314	3.0754	-4.4172	-6.6789	0.0821	-3.0727	-1.7556
HG00309	EUR	EUR	0	0	0.0013	0	0.9987	-0.2514	8.8075	4.1629	7.0836	4.8009	6.7209	-2.6662	4.8224	-1.2759	-0.5739
NA20892	SAS	SAS	0	0	0	1	0	0.6691	-5.7113	-18.459	-5.7294	1.2065	-1.4249	-7.0091	11.3091	-5.1213	-2.9075
NA20902	SAS	SAS	0	0	0	1	0	1.5739	-6.1465	-19.3174	-6.603	4.6316	-2.2535	-11.3376	6.3675	-0.3806	0.4286
HG00102	EUR	EUR	0	0	5e-4	0	0.9995	0.1034	11.8308	6.0876	8.6511	1.3856	1.0428	-3.9432	4.736	-0.5013	-0.709
NA19130	AFR	AFR	0	0.9999	1e-4	0	0	62.5659	-18.1233	0.7382	1.0632	1.2601	-1.8139	-4.3664	8.1082	-2.6502	-0.8196
HG03634	SAS	SAS	0	0	0	1	0	1.1994	-2.3085	-13.7775	-1.5145	2.6656	0.1277	-1.9095	5.2375	-3.2006	-2.7658
NA19729	AMR	AMR	0	6e-4	0.9994	0	0	-4.7065	-21.442	19.7646	-31.6805	2.1405	-2.5415	-2.1689	3.7838	-0.1917	-1.0129
NA20585	EUR	EUR	0	0	0.0042	0	0.9958	1.6067	13.0627	3.6606	8.0949	1.6982	-7.7231	-1.8698	4.7526	1.076	-1.0491
NA12154	EUR	EUR	0	0	0.0153	0	0.9847	0.5571	12.2698	4.9609	9.6829	1.3205	-1.9599	-3.3908	4.4078	0.8875	-2.9507
HG04076	SAS	SAS	0	0	0	1	0	-0.3898	-8.1261	-19.0325	-4.2252	0.8867	-6.3178	-4.7393	3.9968	-4.5577	1.3987
NA20778	EUR	EUR	0	0	0.0399	0	0.9601	0.444	11.9567	4.8928	10.4685	0.2459	-6.9132	-1.5194	5.0157	1.3314	0.671
NA19175	AFR	AFR	0	1	0	0	0	62.6338	-17.5537	0.7314	0.6655	2.7187	-1.9008	-7.479	4.3429	-1.4844	1.5891
NA19399	AFR	AFR	0	1	0	0	0	60.4397	-17.6489	-0.2106	-0.0465	4.9786	-5.919	-7.9289	0.4217	-2.9386	1.5067
